y,x1,x2,x3,x4,x5
2.0747654775458,0.287577520124614,0.353606075979769,0.273622734239325,0.938028261531144,0.159673980204389
2.02464798022481,0.788305135443807,0.366441444959492,0.593866932671517,0.98800330539234,0.144515851279721
2.20475738388772,0.4089769218117,0.287100130692124,0.160184813430533,0.456319560995325,0.149180392036214
1.61702309190513,0.883017404004931,0.0799729123245925,0.853430238785222,0.230614943196997,0.514434259850532
1.48230650913581,0.940467284293845,0.365454269573092,0.847739157732576,0.695489268517122,0.492827306268737
0.694613480416856,0.0455564993899316,0.178013814613223,0.477886812528595,0.556632344610989,0.616342768538743
2.94273632194152,0.528105488047004,0.536053720628843,0.773692122427747,0.584710089489818,0.447422890691087
1.27171466670464,0.892419044394046,0.503948712022975,0.295400080503896,0.433631246909499,0.0556767152156681
2.92069661891688,0.551435014465824,0.945035103475675,0.0656281118281186,0.426175052765757,0.00539630954153836
2.54588523623248,0.456614735303447,0.341321283951402,0.44053312484175,0.596854395465925,0.221834201132879
1.02257901164831,0.956833345349878,0.464713774155825,0.462098857853562,0.452085584867746,0.850963223958388
2.40162069209787,0.453334156190977,0.0825311816297472,0.340934370178729,0.956608658656478,0.267346206121147
2.59544258531359,0.677570635452867,0.860106846084818,0.185140318702906,0.844430350000039,0.598600273253396
2.58044802063718,0.572633401956409,0.395660639973357,0.506997726857662,0.222768602659926,0.608599697239697
1.20358332240399,0.102924682665616,0.735899350373074,0.019191030645743,0.420170177007094,0.992158440407366
1.528563429312,0.899824970401824,0.171743405982852,0.773686039494351,0.41998293553479,0.191189960809425
2.20580071501227,0.24608773435466,0.454761631321162,0.55966507922858,0.0207908488810062,0.753390584606677
1.64147828406402,0.0420595335308462,0.770204759435728,0.64146263920702,0.380447969539091,0.242387337144464
2.18639045253256,0.327920719282702,0.0626499983482063,0.468432118650526,0.422348427586257,0.327452220022678
1.3410380863562,0.954503649147227,0.815081495093182,0.279223810648546,0.191426063422114,0.00353549467399716
1.32040218972466,0.889539316063747,0.301142524462193,0.461216570343822,0.705329281743616,0.997424143599346
2.63112805334145,0.6928034061566,0.364671027986333,0.792738341726363,0.0135204752441496,0.438059504376724
2.53274599993491,0.640506813768297,0.312112791929394,0.585565576329827,0.731203105766326,0.997688744915649
0.4041693711035,0.994269776623696,0.0373699648771435,0.394758985843509,0.432724097976461,0.196719169151038
2.83494395131818,0.655705799115822,0.51880492339842,0.811237349640578,0.731240093009546,0.111476795747876
2.3885142054856,0.708530468167737,0.679013415705413,0.318563093896955,0.013941552489996,0.250736450543627
3.38303273878015,0.544066024711356,0.903233560267836,0.581447338219732,0.045313308481127,0.680476603098214
2.46362722633587,0.59414202044718,0.0255266984459013,0.455488957930356,0.418414376443252,0.577254296746105
2.81321622667523,0.28915973729454,0.989078270737082,0.268803449813277,0.643840002128854,0.416347296210006
1.53166547917471,0.147113647311926,0.302887624595314,0.555177204776555,0.219793785596266,0.729181243572384
1.29658336993549,0.963024232536554,0.939138400601223,0.231230884324759,0.833442652830854,0.574189733015373
1.60648311749688,0.902299045119435,0.687607581727207,0.54323289799504,0.694767313543707,0.577635149005801
2.29220192841605,0.690705278422684,0.447036994853988,0.447570141172037,0.899124485207722,0.589999127434567
1.76404169599095,0.795467417687178,0.816478138789535,0.130288136890158,0.414240285288543,0.222928340081126
0.641301266861001,0.0246136845089495,0.0394991978537291,0.62172598275356,0.411004703259096,0.103492298629135
